ESTADÍSTICAS DE VIOLENCIA INTRAFAMILIAR,...2,...3,...4
NA,NA,5244,Vendedores por teléfono
NA,NA,5245,Expendedores de gasolineras
NA,NA,5246,Vendedores de comidas al mostrador
NA,NA,5249,Vendedores no clasificados bajo otros epígrafes
NA,NA,5311,Cuidadores de niños
NA,NA,5312,Auxiliares de maestros
NA,NA,5321,Trabajadores de los cuidados personales en instituciones
NA,NA,5322,Trabajadores de los cuidados personales a domicilio
NA,NA,5329,Trabajadores de los cuidados personales en servicios de salud no clasificados bajo otros epígrafes
NA,NA,5411,Bomberos
NA,NA,5412,Policías
NA,NA,5413,Guardianes de prisión
NA,NA,5414,Guardias de protección
NA,NA,5419,Personal de los servicios de protección no clasificados bajo otros epígrafes
NA,NA,6111,Agricultores y trabajadores calificados de cultivos extensivos
NA,NA,6112,Agricultores y trabajadores calificados de plantaciones de árboles y arbustos
NA,NA,6113,"Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines"
NA,NA,6114,Agricultores y trabajadores calificados de cultivos mixtos
NA,NA,6121,Criadores de ganado
NA,NA,6122,Avicultores y trabajadores calificados de la avicultura
NA,NA,6123,Apicultores y sericultores y trabajadores calificados de la apicultura y la sericultura
NA,NA,6129,Criadores y trabajadores pecuarios calificados de la cría de animales no clasificados bajo otros epígrafes
NA,NA,6130,Productores y trabajadores calificados de explotaciones agropecuarias mixtas cuya producción se destina al mercado
NA,NA,6210,Trabajadores forestales calificados y afines
NA,NA,6221,Trabajadores de explotaciones de acuicultura
NA,NA,6222,Pescadores de agua dulce y en aguas costeras
NA,NA,6223,Pescadores de alta mar
NA,NA,6224,Cazadores y tramperos
NA,NA,6310,Trabajadores agrícolas de subsistencia
NA,NA,6320,Trabajadores pecuarios de subsistencia
NA,NA,6330,Trabajadores agropecuarios de subsistencia
NA,NA,6340,"Pescadores, cazadores, tramperos y recolectores de subsistencia"
NA,NA,7111,Constructores de casas
NA,NA,7112,Albañiles
NA,NA,7113,"Mamposteros, tronzadores, labrantes y grabadores de piedra"
NA,NA,7114,"Operarios en cemento armado, enfoscadores y afines"
NA,NA,7115,Carpinteros de armar y de obra blanca
NA,NA,7119,Oficiales y operarios de la construcción (obra gruesa) y afines no clasificados bajo otros epígrafes
NA,NA,7121,Techadores
NA,NA,7122,Parqueteros y colocadores de suelos
NA,NA,7123,Revocadores
NA,NA,7124,Instaladores de material aislante y de insonorización
NA,NA,7125,Cristaleros
NA,NA,7126,Fontaneros e instaladores de tuberías
NA,NA,7127,Mecánicos-montadores de instalaciones de refrigeración y climatización
NA,NA,7131,Pintores y empapeladores
NA,NA,7132,Barnizadores y afines
NA,NA,7133,Limpiadores de fachadas y deshollinadores
NA,NA,7211,Moldeadores y macheros
NA,NA,7212,Soldadores y oxicortadores
NA,NA,7213,Chapistas y caldereros
NA,NA,7214,Montadores de estructuras metálicas
NA,NA,7215,Aparejadores y empalmadores de cables
NA,NA,7221,Herreros y forjadores
NA,NA,7222,Herramentistas y afines
NA,NA,7223,Reguladores y operadores de máquinas herramientas
NA,NA,7224,Pulidores de metales y afiladores de herramientas
NA,NA,7231,Mecánicos y reparadores de vehículos de motor
NA,NA,7232,Mecánicos y reparadores de motores de avión
NA,NA,7233,Mecánicos y reparadores de máquinas agrícolas e industriales
NA,NA,7234,Reparadores de bicicletas y afines
NA,NA,7311,Mecánicos y reparadores de instrumentos de precisión
NA,NA,7312,Fabricantes y afinadores de instrumentos musicales
NA,NA,7313,"Joyeros, orfebres y plateros"
NA,NA,7314,"Alfareros y afines (barro, arcilla y abrasivos)"
NA,NA,7315,"Sopladores, modeladores, laminadores, cortadores y pulidores de vidrio"
NA,NA,7316,"Redactores de carteles, pintores decorativos y grabadores"
NA,NA,7317,"Artesanos en madera, cestería y materiales similares"
NA,NA,7318,"Artesanos de los tejidos, el cuero y materiales similares"
NA,NA,7319,Artesanos no clasificados bajo otros epígrafes
NA,NA,7321,"Cajistas, tipógrafos y afines"
NA,NA,7322,Impresores
NA,NA,7323,Encuadernadores y afines
NA,NA,7411,Electricistas de obras y afines
NA,NA,7412,Mecánicos y ajustadores electricistas
NA,NA,7413,Instaladores y reparadores de líneas eléctricas
NA,NA,7421,Mecánicos y reparadores en electrónica
NA,NA,7422,Instaladores y reparadores en tecnología de la información y las comunicaciones
NA,NA,7511,"Carniceros, pescaderos y afines"
NA,NA,7512,"Panaderos, pasteleros y confiteros"
NA,NA,7513,Operarios de la elaboración de productos lácteos
NA,NA,7514,"Operarios de la conservación de frutas, legumbres, verduras y afines"
NA,NA,7515,Catadores y clasificadores de alimentos y bebidas
NA,NA,7516,Preparadores y elaboradores de tabaco y sus productos
NA,NA,7521,Operarios del tratamiento de la madera
NA,NA,7522,Ebanistas y afines
NA,NA,7523,Reguladores y operadores de máquinas de labrar madera
NA,NA,7531,"Sastres, modistos, peleteros y sombrereros"
NA,NA,7532,Patronistas y cortadores de tela y afines
NA,NA,7533,"Costureros, bordadores y afines"
NA,NA,7534,"Tapiceros, colchoneros y afines"
NA,NA,7535,"Apelambradores, pellejeros y curtidores"
NA,NA,7536,Zapateros y afines
NA,NA,7541,Buzos
NA,NA,7542,Dinamiteros y pegadores
NA,NA,7543,Clasificadores y probadores de productos (excluyendo alimentos y bebidas)
NA,NA,7544,Fumigadores y otros controladores de plagas y malas hierbas
NA,NA,7549,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios no clasificados bajo otros epígrafes"
NA,NA,8111,Mineros y operadores de instalaciones mineras
NA,NA,8112,Operadores de instalaciones de procesamiento de minerales y rocas
NA,NA,8113,Perforadores y sondistas de pozos y afines
NA,NA,8114,Operadores de máquinas para fabricar cemento y otros productos minerales
NA,NA,8121,Operadores de instalaciones de procesamiento de metales
NA,NA,8122,"Operadores de máquinas pulidoras, galvanizadoras y recubridoras  de metales"
NA,NA,8131,Operadores de plantas y máquinas de productos químicos
NA,NA,8132,Operadores de máquinas para fabricar productos fotográficos
NA,NA,8141,Operadores de máquinas para fabricar productos de caucho
NA,NA,8142,Operadores de máquinas para fabricar productos de material plástico
NA,NA,8143,Operadores de máquinas para fabricar productos de papel
NA,NA,8151,"Operadores de máquinas de preparación de fibras, hilado y devanado"
NA,NA,8152,Operadores de telares y otras máquinas tejedoras
NA,NA,8153,Operadores de máquinas de coser
NA,NA,8154,"Operadores de máquinas de blanqueamiento, teñido y limpieza de tejidos"
NA,NA,8155,Operadores de máquinas de tratamiento de pieles y cueros
NA,NA,8156,Operadores de máquinas para la fabricación de calzado y afines
NA,NA,8157,Operadores de máquinas lavarropas
NA,NA,8159,Operadores de máquinas para fabricar productos textiles y artículos de piel y cuero no clasificados bajo otros epígrafes
NA,NA,8160,Operadores de máquinas para elaborar alimentos y productos afines
NA,NA,8171,Operadores de instalaciones para la preparación de pasta para papel y papel
NA,NA,8172,Operadores de instalaciones de procesamiento de la madera
NA,NA,8181,Operadores de instalaciones de vidriería y cerámica
NA,NA,8182,Operadores de máquinas de vapor y calderas
NA,NA,8183,"Operadores de máquinas de embalaje, embotellamiento y etiquetado"
NA,NA,8189,Operadores de máquinas y de instalaciones fijas no clasificados bajo otros epígrafes
NA,NA,8211,Ensambladores de maquinaria mecánica
NA,NA,8212,Ensambladores de equipos eléctricos y electrónicos
NA,NA,8219,Ensambladores no clasificados bajo otros epígrafes
NA,NA,8311,Maquinistas de locomotoras
NA,NA,8312,"Guardafrenos, guardagujas y agentes de maniobras"
NA,NA,8321,Conductores de motocicletas
NA,NA,8322,"Conductores de automóviles, taxis y camionetas"
NA,NA,8331,Conductores de autobuses y tranvías
NA,NA,8332,Conductores de camiones pesados
NA,NA,8341,Operadores de maquinaria agrícola y forestal móvil
NA,NA,8342,Operadores de máquinas de movimiento de tierras y afines
NA,NA,8343,"Operadores de grúas, aparatos elevadores y afines"
NA,NA,8344,Operadores de autoelevadoras
NA,NA,8350,Marineros de cubierta y afines
NA,NA,9111,Limpiadores y asistentes domésticos
NA,NA,9112,"Limpiadores y asistentes de oficinas, hoteles y otros establecimientos"
NA,NA,9113,Personal doméstico
NA,NA,9121,Lavanderos y planchadores manuales
NA,NA,9122,Lavadores de vehículos
NA,NA,9123,Lavadores de ventanas
NA,NA,9129,Otro personal de limpieza
NA,NA,9211,Peones de explotaciones agrícolas
NA,NA,9212,Peones de explotaciones ganaderas
NA,NA,9213,Peones de explotaciones de cultivos mixtos y ganaderos
NA,NA,9214,Peones de jardinería y horticultura
NA,NA,9215,Peones forestales
NA,NA,9216,Peones de pesca y acuicultura
NA,NA,9311,Peones de minas y canteras
NA,NA,9312,Peones de obras públicas y mantenimiento
NA,NA,9313,Peones de la construcción de edificios
NA,NA,9321,Empacadores manuales
NA,NA,9329,Peones de la industria manufacturera no clasificados bajo otros epígrafes
NA,NA,9331,Conductores de vehículos accionados a pedal o a brazo
NA,NA,9332,Conductores de vehículos y máquinas de tracción animal
NA,NA,9333,Peones de carga
NA,NA,9334,Reponedores de estanterías
NA,NA,9411,Cocineros de comidas rápidas
NA,NA,9412,Ayudantes de cocina
NA,NA,9510,Trabajadores ambulantes de servicios y afines
NA,NA,9520,Vendedores ambulantes (excluyendo de comida)
NA,NA,9611,Recolectores de basura y material reciclable
NA,NA,9612,Clasificadores de desechos
NA,NA,9613,Barrenderos y afines
NA,NA,9621,"Mensajeros, mandaderos, maleteros y repartidores"
NA,NA,9622,Personas que realizan trabajos varios
NA,NA,9623,Recolectores de dinero en aparatos de venta automática y lectores de medidores
NA,NA,9624,Acarreadores de agua y recolectores de leña
NA,NA,9629,Ocupaciones elementales no clasificadas bajo otros epígrafes
NA,NA,´0110,Oficiales de las fuerzas armadas
NA,NA,´0210,Suboficiales de las fuerzas armadas
NA,NA,´0310,Otros miembros de las fuerzas armadas
NA,NA,9998,Ocupaciones no especificadas en las anteriores
NA,NA,9999,Ocupación ignorada
NA,NA,NA,NA
VIC_DEDICA,A que se dedica la víctima     (sin ingresos),1,Quehaceres del hogar
NA,NA,2,Vive de su renta o jubilación
NA,NA,3,Estudiar
NA,NA,4,Desempleado
NA,NA,6,Otro
NA,NA,9,Ignorado
NA,NA,NA,NA
VIC_DISC,Discapacidad de la víctima,1,Con discapacidad
NA,NA,2,Sin discapacidad
NA,NA,9,Ignorado
NA,NA,NA,NA
TIPO_DISCAQ,Tipo de discapacidad de la víctima,1,Ceguera
NA,NA,2,Sordera
NA,NA,3,Pérdida o discapacidad de las extremidades superiores
NA,NA,4,Pérdida o discapacidad de las extremidades inferiores
NA,NA,5,Deficiencia mental
NA,NA,6,Otra discapacidad
NA,NA,9,Ignorado
NA,NA,NA,NA
VIC_REL_AGR,Relación de la víctima con el agresor,1,Esposo/a
NA,NA,2,Conviviente
NA,NA,3,Exconviviente
NA,NA,4,Hijos/a
NA,NA,5,Hijastros/a
NA,NA,6,Padre/Madre
NA,NA,7,Nieto/a
NA,NA,8,Suegro/a
NA,NA,9,Hermano/a
NA,NA,10,Otro pariente
NA,NA,NA,NA
OTRAS_VICTIMAS,Total otras víctimas,00 a 20,Total otras víctimas
NA,NA,99,Ignorado total otras víctimas
VIC_OTRAS_HOM,Otras víctimas hombres        (de 13 años en adelante),00 a 09,Otras víctimas hombres
NA,NA,99,Ignorado otras víctimas hombres
VIC_OTRAS_MUJ,Otras víctimas mujeres          (de 13 años en adelante),00 a 09,Otras víctimas mujeres
NA,NA,99,Ignorado otras víctimas
VIC_OTRAS_N_OS,Otras víctimas niños              (de 00 a 12 años),00 a 09,Otras víctimas niños
NA,NA,99,Ignorado otras víctimas niños
VIC_OTRAS_N_AS,Otras víctimas niñas              (de 00 a 12 años),00 a 09,Otras víctimas niñas
NA,NA,99,Ignorado otras víctimas niñas
NA,NA,NA,NA
DATOS DEL HECHO,NA,NA,NA
NA,NA,NA,NA
HEC_DIA,Día en que sucedió el hecho,1 a 31,día de ocurrencia
NA,NA,99,Ignorado
NA,NA,NA,NA
HEC_MES,Mes en que ocurrió el hecho,1,Enero
NA,NA,2,Febrero
NA,NA,3,Marzo
NA,NA,4,Abril
NA,NA,5,Mayo
NA,NA,6,Junio
NA,NA,7,Julio
NA,NA,8,Agosto
NA,NA,9,Septiembre
NA,NA,10,Octubre
NA,NA,11,Noviembre
NA,NA,12,Diciembre
NA,NA,99,Ignorado
NA,NA,NA,NA
HEC_ANO,Año en que ocurrió el hecho,2000,2000 en adelante (no puede ser superior al año de denuncia)
NA,NA,9999,Ignorado año de ocurrencia del hecho
NA,NA,NA,NA
HEC_DEPTOMCPIO,Departamento y municipio donde ocurrió el hecho,101,Guatemala
NA,NA,102,Santa Catarina Pinula
NA,NA,103,San José Pinula
NA,NA,104,San José del Golfo
NA,NA,105,Palencia
NA,NA,106,Chinautla
NA,NA,107,San Pedro Ayampuc
NA,NA,108,Mixco
NA,NA,109,San Pedro Sacatepéquez
NA,NA,110,San Juan Sacatepéquez
NA,NA,111,San Raymundo
NA,NA,112,Chuarrancho
NA,NA,113,Fraijanes
NA,NA,114,Amatitlán
NA,NA,115,Villa Nueva
NA,NA,116,Villa Canales
NA,NA,117,Petapa
NA,NA,201,Guastatoya
NA,NA,202,Morazán
NA,NA,203,San Agustín Acasaguastlán
NA,NA,204,San Cristóbal Acasaguastlán
NA,NA,205,El Jícaro
NA,NA,206,Sansare
NA,NA,207,Sanarate
NA,NA,208,San Antonio La Paz
NA,NA,301,Antigua Guatemala
NA,NA,302,Jocotenango
NA,NA,303,Pastores
NA,NA,304,Sumpango
NA,NA,305,Santo Domingo Xenacoj
NA,NA,306,Santiago Sacatepéquez
NA,NA,307,San Bartolomé Milpas Altas
NA,NA,308,San Lucas Sacatepéquez
NA,NA,309,Santa Lucía Milpas Altas
NA,NA,310,Magdalena Milpas Altas
NA,NA,311,Santa María de Jesús
NA,NA,312,Ciudad Vieja
NA,NA,313,San Miguel Dueñas
NA,NA,314,Alotenango
NA,NA,315,San Antonio Aguas Calientes
NA,NA,316,Santa Catarina Barahona
NA,NA,401,Chimaltenango
NA,NA,402,San José Poaquil
NA,NA,403,San Martín Jilotepeque
NA,NA,404,Comalapa
NA,NA,405,Santa Apolonia
NA,NA,406,Tecpán Guatemala
NA,NA,407,Patzún
NA,NA,408,Pochuta
NA,NA,409,Patzicía
NA,NA,410,Santa Cruz Balanyá
NA,NA,411,Acatenango
NA,NA,412,Yepocapa
NA,NA,413,San Andrés Itzapa
NA,NA,414,Parramos
NA,NA,415,Zaragoza
NA,NA,416,El Tejar
NA,NA,501,Escuintla
NA,NA,502,Santa Lucía Cotzumalguapa
NA,NA,503,La Democracia
NA,NA,504,Siquinalá
NA,NA,505,Masagua
NA,NA,506,Tiquisate
NA,NA,507,La Gomera
NA,NA,508,Guanagazapa
NA,NA,509,San José
NA,NA,510,Iztapa
NA,NA,511,Palín
NA,NA,512,San Vicente Pacaya
NA,NA,513,Nueva Concepción
NA,NA,514,Sipacate
NA,NA,601,Cuilapa
NA,NA,602,Barberena
NA,NA,603,Santa Rosa de Lima
NA,NA,604,Casillas
NA,NA,605,San Rafael Las Flores
NA,NA,606,Oratorio
NA,NA,607,San Juan Tecuaco
NA,NA,608,Chiquimulilla
NA,NA,609,Taxisco
NA,NA,610,Santa María Ixhuatán
NA,NA,611,Guazacapán
NA,NA,612,Santa Cruz Naranjo
NA,NA,613,Pueblo Nuevo Viñas
NA,NA,614,Nueva Santa Rosa
NA,NA,701,Sololá
NA,NA,702,San José Chacayá
NA,NA,703,Santa María Visitación
NA,NA,704,Santa Lucía Utatlán
NA,NA,705,Nahualá
NA,NA,706,Santa Catarina Ixtahuacán
NA,NA,707,Santa Clara La Laguna
NA,NA,708,Concepción
NA,NA,709,San Andrés Semetabaj
NA,NA,710,Panajachel
NA,NA,711,Santa Catarina Palopó
NA,NA,712,San Antonio Palopó
NA,NA,713,San Lucas Toliman
NA,NA,714,Santa Cruz La Laguna
NA,NA,715,San Pablo La Laguna
NA,NA,716,San Marcos La Laguna
NA,NA,717,San Juan La Laguna
NA,NA,718,San Pedro La Laguna
NA,NA,719,Santiago Atitlán
NA,NA,801,Totonicapán
NA,NA,802,San Cristóbal Totonicapán
NA,NA,803,San Francisco El Alto
NA,NA,804,San Andrés Xecul
NA,NA,805,Momostenango
NA,NA,806,Santa María Chiquimula
NA,NA,807,Santa Lucía La Reforma
NA,NA,808,San Bartolo
NA,NA,901,Quetzaltenango
NA,NA,902,Salcajá
NA,NA,903,Olintepeque
NA,NA,904,San Carlos Sija
NA,NA,905,Sibilia
NA,NA,906,Cabricán
NA,NA,907,Cajolá
NA,NA,908,San Miguel Siguilá
NA,NA,909,Ostuncalco
NA,NA,910,San Mateo
NA,NA,911,Concepción Chiquirichapa
NA,NA,912,San Martín Sacatepéquez
NA,NA,913,Almolonga
NA,NA,914,Cantel
NA,NA,915,Huitán
NA,NA,916,Zunil
NA,NA,917,Colomba
NA,NA,918,San Francisco La Unión
NA,NA,919,El Palmar
NA,NA,920,Coatepeque
NA,NA,921,Génova
NA,NA,922,Flores Costa Cuca
NA,NA,923,La Esperanza
NA,NA,924,Palestina de Los Altos
NA,NA,1001,Mazatenango
NA,NA,1002,Cuyotenango
NA,NA,1003,San Francisco Zapotitlán
NA,NA,1004,San Bernardino
NA,NA,1005,San José El Ídolo
NA,NA,1006,Santo Domingo Suchitepéquez
NA,NA,1007,San Lorenzo
NA,NA,1008,Samayac
NA,NA,1009,San Pablo Jocopilas
NA,NA,1010,San Antonio Suchitepéquez
NA,NA,1011,San Miguel Panán
NA,NA,1012,San Gabriel
NA,NA,1013,Chicacao
NA,NA,1014,Patulul
NA,NA,1015,Santa Bárbara
NA,NA,1016,San Juan Bautista
NA,NA,1017,Santo Tomás La Unión
NA,NA,1018,Zunilito
NA,NA,1019,Pueblo Nuevo
NA,NA,1020,Rio Bravo
NA,NA,1021,San José La Máquina
NA,NA,1101,Retalhuleu
NA,NA,1102,San Sebastián
NA,NA,1103,Santa Cruz Muluá
NA,NA,1104,San Martín Zapotitlán
NA,NA,1105,San Felipe
NA,NA,1106,San Andrés Villa Seca
NA,NA,1107,Champerico
NA,NA,1108,Nuevo San Carlos
NA,NA,1109,El Asintal
NA,NA,1201,San Marcos
NA,NA,1202,San Pedro Sacatepéquez
NA,NA,1203,San Antonio Sacatepéquez
NA,NA,1204,Comitancillo
NA,NA,1205,San Miguel Ixtahuacán
NA,NA,1206,Concepción Tutuapa
NA,NA,1207,Tacaná
NA,NA,1208,Sibinal
NA,NA,1209,Tajumulco
NA,NA,1210,Tejutla
NA,NA,1211,San Rafael Pie de La Cuesta
NA,NA,1212,Nuevo Progreso
NA,NA,1213,El Tumbador
NA,NA,1214,El Rodeo
NA,NA,1215,Malacatán
NA,NA,1216,Catarina
NA,NA,1217,Ayutla
NA,NA,1218,Ocós
NA,NA,1219,San Pablo
NA,NA,1220,El Quetzal
NA,NA,1221,La Reforma
NA,NA,1222,Pajapita
NA,NA,1223,Ixchiguán
NA,NA,1224,San José Ojetenam
NA,NA,1225,San Cristóbal Cucho
NA,NA,1226,Sipacapa
NA,NA,1227,Esquipulas Palo Gordo
NA,NA,1228,Rio Blanco
NA,NA,1229,San Lorenzo
NA,NA,1230,La Blanca
NA,NA,1301,Huehuetenango
NA,NA,1302,Chiantla
NA,NA,1303,Malacatancito
NA,NA,1304,Cuilco
NA,NA,1305,Nentón
NA,NA,1306,San Pedro Necta
NA,NA,1307,Jacaltenango
NA,NA,1308,Soloma
NA,NA,1309,Ixtahuacán
NA,NA,1310,Santa Bárbara
NA,NA,1311,La Libertad
NA,NA,1312,La Democracia
NA,NA,1313,San Miguel Acatán
NA,NA,1314,San Rafael La Independencia
NA,NA,1315,Todos Santos Cuchumatán
NA,NA,1316,San Juan Atitán
NA,NA,1317,Santa Eulalia
NA,NA,1318,San Mateo Ixtatán
NA,NA,1319,Colotenango
NA,NA,1320,San Sebastián Huehuetenango
NA,NA,1321,Tectitán
NA,NA,1322,Concepción Huista
NA,NA,1323,San Juan Ixcoy
NA,NA,1324,San Antonio Huista
NA,NA,1325,San Sebastián Coatán
NA,NA,1326,Barillas
NA,NA,1327,Aguacatán
NA,NA,1328,San Rafael Petzal
NA,NA,1329,San Gaspar Ixchil
NA,NA,1330,Santiago Chimaltenango
NA,NA,1331,Santa Ana Huista
NA,NA,1332,Unión Cantinil
NA,NA,1333,Petatán
NA,NA,1401,Santa Cruz del Quiché
NA,NA,1402,Chiché
NA,NA,1403,Chinique
NA,NA,1404,Zacualpa
NA,NA,1405,Chajul
NA,NA,1406,Chichicastenango
NA,NA,1407,Patzité
NA,NA,1408,San Antonio Ilotenango
NA,NA,1409,San Pedro Jocopilas
NA,NA,1410,Cunén
NA,NA,1411,San Juan Cotzal
NA,NA,1412,Joyabaj
NA,NA,1413,Nebaj
NA,NA,1414,San Andrés Sajcabajá
NA,NA,1415,Uspantán
NA,NA,1416,Sacapulas
NA,NA,1417,San Bartolomé Jocotenango
NA,NA,1418,Canillá
NA,NA,1419,Chicamán
NA,NA,1420,Ixcán
NA,NA,1421,Pachalum
NA,NA,1501,Salamá
NA,NA,1502,San Miguel Chicaj
NA,NA,1503,Rabinal
NA,NA,1504,Cubulco
NA,NA,1505,Granados
NA,NA,1506,El Chol
NA,NA,1507,San Jerónimo
NA,NA,1508,Purulhá
NA,NA,1601,Cobán
NA,NA,1602,Santa Cruz Verapaz
NA,NA,1603,San Cristóbal Verapaz
NA,NA,1604,Tactic
NA,NA,1605,Tamahú
NA,NA,1606,Tucurú
NA,NA,1607,Panzós
NA,NA,1608,Senahú
NA,NA,1609,San Pedro Carchá
NA,NA,1610,San Juan Chamelco
NA,NA,1611,Lanquín
NA,NA,1612,Cahabón
NA,NA,1613,Chisec
NA,NA,1614,Chahal
NA,NA,1615,Fray Bartolomé de Las Casas
NA,NA,1616,Santa Catalina la Tinta
NA,NA,1617,Raxruhá
NA,NA,1701,Flores
NA,NA,1702,San José
NA,NA,1703,San Benito
NA,NA,1704,San Andrés
NA,NA,1705,La Libertad
NA,NA,1706,San Francisco
NA,NA,1707,Santa Ana
NA,NA,1708,Dolores
NA,NA,1709,San Luis
NA,NA,1710,Sayaxché
NA,NA,1711,Melchor de Mencos
NA,NA,1712,Poptún
NA,NA,1713,Las Cruces
NA,NA,1714,El Chal
NA,NA,1801,Puerto Barrios
NA,NA,1802,Livingston
NA,NA,1803,El Estor
NA,NA,1804,Morales
NA,NA,1805,Los Amates
NA,NA,1901,Zacapa
NA,NA,1902,Estanzuela
NA,NA,1903,Río Hondo
NA,NA,1904,Gualán
NA,NA,1905,Teculután
NA,NA,1906,Usumatlán
NA,NA,1907,Cabañas
NA,NA,1908,San Diego
NA,NA,1909,La Unión
NA,NA,1910,Huité
NA,NA,1911,San Jorge
NA,NA,2001,Chiquimula
NA,NA,2002,San José La Arada
NA,NA,2003,San Juan Erminta
NA,NA,2004,Jocotán
NA,NA,2005,Camotán
NA,NA,2006,Olopa
NA,NA,2007,Esquipulas
NA,NA,2008,Concepción Las Minas
NA,NA,2009,Quetzaltepeque
NA,NA,2010,San Jacinto
NA,NA,2011,Ipala
NA,NA,2101,Jalapa
NA,NA,2102,San Pedro Pinula
NA,NA,2103,San Luis Jilotepeque
NA,NA,2104,San Manuel Chaparrón
NA,NA,2105,San Carlos Alzatate
NA,NA,2106,Monjas
NA,NA,2107,Mataquescuintla
NA,NA,2201,Jutiapa
NA,NA,2202,El Progreso
NA,NA,2203,Santa Catarina Mita
NA,NA,2204,Agua Blanca
NA,NA,2205,Asunción Mita
NA,NA,2206,Yupiltepeque
NA,NA,2207,Atescatempa
NA,NA,2208,Jerez
NA,NA,2209,El Adelanto
NA,NA,2210,Zapotitlán
NA,NA,2211,Comapa
NA,NA,2212,Jalpatagua
NA,NA,2213,Conguaco
NA,NA,2214,Moyuta
NA,NA,2215,Pasaco
NA,NA,2216,San José Acatempa
NA,NA,2217,Quesada
NA,NA,9999,Ignorado
NA,NA,NA,NA
HEC_AREA,Área geográfica de ocurrencia,1,Urbana
NA,NA,2,Rural
NA,NA,9,Ignorado
NA,NA,NA,NA
HEC_TIPAGRE,Tipo de agresión sufrida por la víctima,1222,Física
NA,NA,2122,Psicológica
NA,NA,2212,Sexual
NA,NA,2221,Patrimonial
NA,NA,1122,Física - psicológica
NA,NA,1212,Física - sexual
NA,NA,1221,Física - patrimonial
NA,NA,2112,Psicológica - sexual
NA,NA,2121,Psicológica - patrimonial
NA,NA,2211,Sexual - patrimonial
NA,NA,1112,Física - psicológica - sexual
NA,NA,1121,Física - psicológica - patrimonial
NA,NA,2111,Psicológica - sexual - patrimonial
NA,NA,1211,Física - sexual - patrimonial
NA,NA,1111,Física - psicológica - sexual - patrimonial
NA,NA,NA,NA
HEC_RECUR_DENUN,Reiteración de la denuncia (ha denunciado con anterioridad),1,Si
NA,NA,2,No
NA,NA,9,Ignorado
NA,NA,NA,NA
INST_DONDE_DENUNCIO,En que institución denunció anteriormente,1,Ministerio Público
NA,NA,2,Procuraduría General de la Nación
NA,NA,3,Policía Nacional Civil
NA,NA,4,Organismo Judicial
NA,NA,5,Bufetes Populares
NA,NA,6,Procuraduría de los Derechos Humanos
NA,NA,9,Ignorado
NA,NA,NA,NA
DATOS DEL AGRESOR,NA,NA,NA
NA,NA,NA,NA
AGR_SEXO,Sexo del(a) agresor(a),1,Hombre
NA,NA,2,Mujer
NA,NA,NA,NA
AGR_EDAD,Edad del(a) agresor(a),1 a  98,Edad del(a) agresor(a)
NA,NA,99,Ignorado
NA,NA,NA,NA
AGR_ALFAB,Sabe leer y escribir,1,Alfabeta
NA,NA,2,Analfabeta
NA,NA,9,Ignorado
NA,NA,NA,NA
AGR_ESCOLARIDAD,Nivel de escolaridad del(a) agresor(a),10,Ninguno
NA,NA,21 a 26,Primero a sexto primaria
NA,NA,29,Primaria (grado ignorado)
NA,NA,31 a 33,Primero a tercero básico
NA,NA,39,Básico (grado ignorado)
NA,NA,44 a 46,Cuarto a sexto diversificado
NA,NA,49,Diversificado (grado ignorado)
NA,NA,51 a  57,Primer año a séptimo universitario (Incluye maestría)
NA,NA,59,Universitario (año ignorado)
NA,NA,99,Ignorado (tanto nivel como grado)
NA,NA,NA,NA
AGR_EST_CIV,Estado conyugal del (a) agresor(a),1,Soltero(a)
NA,NA,2,Casado(a)
NA,NA,3,Unido(a)
NA,NA,4,Viudo(a)
NA,NA,5,Otro
NA,NA,9,Ignorado
NA,NA,NA,NA
AGR_GRUPET,Pueblo de pertenencia del agresor(a),1,Ladino
NA,NA,2,Maya
NA,NA,3,Garífuna
NA,NA,4,Xinka
NA,NA,5,Otro
NA,NA,6,No indica
NA,NA,9,Ignorado
NA,NA,NA,NA
AGR_NACIONAL,Nacionalidad del(a) agresor(a),1,Guatemalteca
NA,NA,2,Extranjera
NA,NA,9,Ignorado
NA,NA,NA,NA
AGR_TRABAJA,Condición de empleo del(a) agresor(a),1,Si trabaja por un salario o ingreso
NA,NA,2,No trabaja por un salario o ingreso
NA,NA,9,Ignorado
NA,NA,NA,NA
AGR_OCUP,"Ocupación del (a) agresor(a) (con salario o ingreso dentro o fuera de la casa), Clasificación Internacional Uniforme de Ocupaciones -CIUO- 08",1111,Miembros del poder legislativo
NA,NA,1112,Personal directivo de la administración pública
NA,NA,1113,Jefes de pequeñas poblaciones
NA,NA,1114,Dirigentes de organizaciones que presentan un interés especial
NA,NA,1120,Directores generales y gerentes generales
NA,NA,1211,Directores financieros
NA,NA,1212,Directores de recursos humanos
NA,NA,1213,Directores de políticas y planificación
NA,NA,1219,Directores de administración y servicios no clasificados bajo otros epígrafes
NA,NA,1221,Directores de ventas y comercialización
NA,NA,1222,Directores de publicidad y relaciones públicas
NA,NA,1223,Directores de investigación y desarrollo
NA,NA,1311,Directores de producción agropecuaria y silvicultura
NA,NA,1312,Directores de producción de piscicultura y pesca
